sequence,seedId,name,normalizedName,mealCategory,mealTypeSuggested,countryOfOriginSuggested,discovery,studentAthleteTarget,mealPrepCandidate,imageSearchQuery,assetMainFile,assetCardFile,imageStatus
419,REC-CAND-0419,Sheet Pan Chicken and Bell Peppers,sheet pan chicken and bell peppers,Main Meal,Lunch,Greece,False,True,True,Sheet Pan Chicken and Bell Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
420,REC-CAND-0420,Cod Pita Plate,cod pita plate,Main Meal,Lunch,France,False,True,True,Cod Pita Plate recipe,assets/main.avif,assets/card.avif,not-included-see-readme
421,REC-CAND-0421,Teriyaki Sausage Stew,teriyaki sausage stew,Main Meal,Dinner,Afghanistan,True,True,True,Teriyaki Sausage Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
422,REC-CAND-0422,Thai Pork Tenderloin Wraps,thai pork tenderloin wraps,Main Meal,Lunch,Spain,False,True,True,Thai Pork Tenderloin Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
423,REC-CAND-0423,Pesto Lentil Chili,pesto lentil chili,Main Meal,Dinner,Peru,False,True,True,Pesto Lentil Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
424,REC-CAND-0424,Cod Stuffed Sweet Potatoes,cod stuffed sweet potatoes,Main Meal,Dinner,Botswana,True,True,True,Cod Stuffed Sweet Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
425,REC-CAND-0425,Honey Soy Chickpea with Bell Peppers,honey soy chickpea with bell peppers,Main Meal,Dinner,France,False,True,True,Honey Soy Chickpea with Bell Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
426,REC-CAND-0426,Chipotle Chicken with Tomatoes,chipotle chicken with tomatoes,Main Meal,Dinner,Uzbekistan,True,True,True,Chipotle Chicken with Tomatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
427,REC-CAND-0427,Moroccan Tofu Tacos,moroccan tofu tacos,Main Meal,Lunch,United States,False,True,True,Moroccan Tofu Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
428,REC-CAND-0428,Buffalo Shrimp Rice Bowl,buffalo shrimp rice bowl,Main Meal,Lunch,Korea,False,True,True,Buffalo Shrimp Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
429,REC-CAND-0429,Smoky Tempeh Tacos,smoky tempeh tacos,Main Meal,Lunch,Italy,False,True,True,Smoky Tempeh Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
430,REC-CAND-0430,Tofu Skillet,tofu skillet,Main Meal,Dinner,Botswana,True,True,True,Tofu Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
431,REC-CAND-0431,Japanese Lentil with Noodles,japanese lentil with noodles,Main Meal,Lunch,Italy,False,True,True,Japanese Lentil with Noodles recipe,assets/main.avif,assets/card.avif,not-included-see-readme
432,REC-CAND-0432,Chickpea Fried Rice,chickpea fried rice,Main Meal,Lunch,Peru,False,True,True,Chickpea Fried Rice recipe,assets/main.avif,assets/card.avif,not-included-see-readme
433,REC-CAND-0433,Korean Steak Baked Potatoes,korean steak baked potatoes,Main Meal,Dinner,Greece,False,True,True,Korean Steak Baked Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
434,REC-CAND-0434,Cajun Salmon Pasta,cajun salmon pasta,Main Meal,Lunch,Japan,False,True,True,Cajun Salmon Pasta recipe,assets/main.avif,assets/card.avif,not-included-see-readme
435,REC-CAND-0435,American Lean Beef Tray Bake,american lean beef tray bake,Main Meal,Lunch,Philippines,False,True,True,American Lean Beef Tray Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
436,REC-CAND-0436,Pesto Lentil Salad Bowl,pesto lentil salad bowl,Main Meal,Lunch,Spain,False,True,True,Pesto Lentil Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
437,REC-CAND-0437,Roasted Egg Pasta,roasted egg pasta,Main Meal,Dinner,Korea,False,True,True,Roasted Egg Pasta recipe,assets/main.avif,assets/card.avif,not-included-see-readme
438,REC-CAND-0438,Lean Beef and Cauliflower Skillet,lean beef and cauliflower skillet,Main Meal,Lunch,Philippines,False,True,True,Lean Beef and Cauliflower Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
439,REC-CAND-0439,Balsamic Lean Beef Skillet,balsamic lean beef skillet,Main Meal,Lunch,China,False,True,True,Balsamic Lean Beef Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
440,REC-CAND-0440,Sheet Pan Black Bean and Spinach,sheet pan black bean and spinach,Main Meal,Lunch,Greece,False,True,True,Sheet Pan Black Bean and Spinach recipe,assets/main.avif,assets/card.avif,not-included-see-readme
441,REC-CAND-0441,French Cod Stir-Fry,french cod stir fry,Main Meal,Dinner,United States,False,True,True,French Cod Stir-Fry recipe,assets/main.avif,assets/card.avif,not-included-see-readme
442,REC-CAND-0442,Blackened Sausage Noodle Bowl,blackened sausage noodle bowl,Main Meal,Lunch,China,False,True,True,Blackened Sausage Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
443,REC-CAND-0443,Teriyaki Sausage with Broccoli,teriyaki sausage with broccoli,Main Meal,Dinner,Lebanon,True,True,True,Teriyaki Sausage with Broccoli recipe,assets/main.avif,assets/card.avif,not-included-see-readme
444,REC-CAND-0444,Sheet Pan Lean Beef and Bell Peppers,sheet pan lean beef and bell peppers,Main Meal,Dinner,Peru,False,True,True,Sheet Pan Lean Beef and Bell Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
445,REC-CAND-0445,Chipotle Salmon Casserole,chipotle salmon casserole,Main Meal,Lunch,Japan,False,True,True,Chipotle Salmon Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
446,REC-CAND-0446,Sheet Pan Turkey and Spinach,sheet pan turkey and spinach,Main Meal,Dinner,Jamaica,False,True,True,Sheet Pan Turkey and Spinach recipe,assets/main.avif,assets/card.avif,not-included-see-readme
447,REC-CAND-0447,Indian Sausage with Rice,indian sausage with rice,Main Meal,Lunch,China,False,True,True,Indian Sausage with Rice recipe,assets/main.avif,assets/card.avif,not-included-see-readme
448,REC-CAND-0448,Pork Tenderloin and Bell Peppers Orzo Skillet,pork tenderloin and bell peppers orzo skillet,Main Meal,Lunch,Greece,False,True,True,Pork Tenderloin and Bell Peppers Orzo Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
449,REC-CAND-0449,Cod Stir Fry Bowl,cod stir fry bowl,Main Meal,Dinner,China,False,True,True,Cod Stir Fry Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
450,REC-CAND-0450,Egg Burrito Bowl,egg burrito bowl,Main Meal,Lunch,China,False,True,True,Egg Burrito Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
451,REC-CAND-0451,Mediterranean Steak with Vegetables,mediterranean steak with vegetables,Main Meal,Dinner,Peru,False,True,True,Mediterranean Steak with Vegetables recipe,assets/main.avif,assets/card.avif,not-included-see-readme
452,REC-CAND-0452,Pesto Tempeh Chili,pesto tempeh chili,Main Meal,Dinner,Peru,False,True,True,Pesto Tempeh Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
453,REC-CAND-0453,Garlic Tempeh Soup,garlic tempeh soup,Main Meal,Lunch,Brazil,False,True,True,Garlic Tempeh Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
454,REC-CAND-0454,Tofu Stir Fry Bowl,tofu stir fry bowl,Main Meal,Lunch,Spain,False,True,True,Tofu Stir Fry Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
455,REC-CAND-0455,Crispy Egg Salad Bowl,crispy egg salad bowl,Main Meal,Dinner,Brazil,False,True,True,Crispy Egg Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
456,REC-CAND-0456,French Salmon Rice Bowl,french salmon rice bowl,Main Meal,Lunch,Italy,False,True,True,French Salmon Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
457,REC-CAND-0457,Roasted Tuna Wraps,roasted tuna wraps,Main Meal,Lunch,Thailand,False,True,True,Roasted Tuna Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
458,REC-CAND-0458,Chipotle Tuna Salad Bowl,chipotle tuna salad bowl,Main Meal,Lunch,China,False,True,True,Chipotle Tuna Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
459,REC-CAND-0459,Garlic Shrimp Stew,garlic shrimp stew,Main Meal,Dinner,Brazil,False,True,True,Garlic Shrimp Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
460,REC-CAND-0460,Japanese Lentil with Rice,japanese lentil with rice,Main Meal,Lunch,Japan,False,True,True,Japanese Lentil with Rice recipe,assets/main.avif,assets/card.avif,not-included-see-readme
461,REC-CAND-0461,Pesto Turkey with Cucumber,pesto turkey with cucumber,Main Meal,Lunch,Spain,False,True,True,Pesto Turkey with Cucumber recipe,assets/main.avif,assets/card.avif,not-included-see-readme
462,REC-CAND-0462,Crispy Cod Stew,crispy cod stew,Main Meal,Lunch,Thailand,False,True,True,Crispy Cod Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
463,REC-CAND-0463,American Chicken with Noodles,american chicken with noodles,Main Meal,Dinner,China,False,True,True,American Chicken with Noodles recipe,assets/main.avif,assets/card.avif,not-included-see-readme
464,REC-CAND-0464,Thai Egg with Vegetables,thai egg with vegetables,Main Meal,Dinner,Brazil,False,True,True,Thai Egg with Vegetables recipe,assets/main.avif,assets/card.avif,not-included-see-readme
465,REC-CAND-0465,Sheet Pan Steak and Kale,sheet pan steak and kale,Main Meal,Dinner,India,False,True,True,Sheet Pan Steak and Kale recipe,assets/main.avif,assets/card.avif,not-included-see-readme
466,REC-CAND-0466,Greek Steak with Noodles,greek steak with noodles,Main Meal,Dinner,Ghana,True,True,True,Greek Steak with Noodles recipe,assets/main.avif,assets/card.avif,not-included-see-readme
467,REC-CAND-0467,Ginger Tofu with Cabbage,ginger tofu with cabbage,Main Meal,Lunch,Peru,False,True,True,Ginger Tofu with Cabbage recipe,assets/main.avif,assets/card.avif,not-included-see-readme
468,REC-CAND-0468,Buffalo Chickpea Skillet,buffalo chickpea skillet,Main Meal,Dinner,Spain,False,True,True,Buffalo Chickpea Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
469,REC-CAND-0469,Teriyaki Cod Stew,teriyaki cod stew,Main Meal,Lunch,France,False,True,True,Teriyaki Cod Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
470,REC-CAND-0470,Japanese Salmon Grain Bowl,japanese salmon grain bowl,Main Meal,Lunch,Thailand,False,True,True,Japanese Salmon Grain Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
471,REC-CAND-0471,Sheet Pan Salmon and Zucchini,sheet pan salmon and zucchini,Main Meal,Dinner,Greece,False,True,True,Sheet Pan Salmon and Zucchini recipe,assets/main.avif,assets/card.avif,not-included-see-readme
472,REC-CAND-0472,American Tempeh with Quinoa,american tempeh with quinoa,Main Meal,Lunch,Brazil,False,True,True,American Tempeh with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
473,REC-CAND-0473,Sesame Turkey with Carrots,sesame turkey with carrots,Main Meal,Lunch,India,False,True,True,Sesame Turkey with Carrots recipe,assets/main.avif,assets/card.avif,not-included-see-readme
474,REC-CAND-0474,Tofu and Cucumber Stew,tofu and cucumber stew,Main Meal,Lunch,Italy,False,True,True,Tofu and Cucumber Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
475,REC-CAND-0475,Lean Beef and Kale Baked Potatoes,lean beef and kale baked potatoes,Main Meal,Lunch,Korea,False,True,True,Lean Beef and Kale Baked Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
476,REC-CAND-0476,Egg and Asparagus Curry,egg and asparagus curry,Main Meal,Lunch,France,False,True,True,Egg and Asparagus Curry recipe,assets/main.avif,assets/card.avif,not-included-see-readme
477,REC-CAND-0477,Lean Beef Curry Bowl,lean beef curry bowl,Main Meal,Dinner,China,False,True,True,Lean Beef Curry Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
478,REC-CAND-0478,Sheet Pan Chicken and Zucchini,sheet pan chicken and zucchini,Main Meal,Dinner,Senegal,True,True,True,Sheet Pan Chicken and Zucchini recipe,assets/main.avif,assets/card.avif,not-included-see-readme
479,REC-CAND-0479,Harissa Tuna with Kale,harissa tuna with kale,Main Meal,Dinner,Greece,False,True,True,Harissa Tuna with Kale recipe,assets/main.avif,assets/card.avif,not-included-see-readme
480,REC-CAND-0480,Pork Tenderloin Fried Rice,pork tenderloin fried rice,Main Meal,Lunch,Italy,False,True,True,Pork Tenderloin Fried Rice recipe,assets/main.avif,assets/card.avif,not-included-see-readme
481,REC-CAND-0481,Chinese Tofu Noodle Bowl,chinese tofu noodle bowl,Main Meal,Dinner,India,False,True,True,Chinese Tofu Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
482,REC-CAND-0482,Tomato Basil Pork Tenderloin with Green Beans,tomato basil pork tenderloin with green beans,Main Meal,Dinner,Italy,False,True,True,Tomato Basil Pork Tenderloin with Green Beans recipe,assets/main.avif,assets/card.avif,not-included-see-readme
483,REC-CAND-0483,Garlic Shrimp Chili,garlic shrimp chili,Main Meal,Lunch,France,False,True,True,Garlic Shrimp Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
484,REC-CAND-0484,Mexican Turkey Orzo Skillet,mexican turkey orzo skillet,Main Meal,Dinner,Sri Lanka,True,True,True,Mexican Turkey Orzo Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
485,REC-CAND-0485,Steak and Carrots Grain Bowl,steak and carrots grain bowl,Main Meal,Lunch,Greece,False,True,True,Steak and Carrots Grain Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
486,REC-CAND-0486,Black Bean Pita Plate,black bean pita plate,Main Meal,Lunch,Philippines,False,True,True,Black Bean Pita Plate recipe,assets/main.avif,assets/card.avif,not-included-see-readme
487,REC-CAND-0487,Thai Sausage with Vegetables,thai sausage with vegetables,Main Meal,Dinner,Georgia,True,True,True,Thai Sausage with Vegetables recipe,assets/main.avif,assets/card.avif,not-included-see-readme
488,REC-CAND-0488,Tomato Basil Tofu Stew,tomato basil tofu stew,Main Meal,Dinner,Philippines,False,True,True,Tomato Basil Tofu Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
489,REC-CAND-0489,Mexican Shrimp Rice Bowl,mexican shrimp rice bowl,Main Meal,Lunch,Peru,False,True,True,Mexican Shrimp Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
490,REC-CAND-0490,Greek Sausage Tacos,greek sausage tacos,Main Meal,Lunch,Philippines,False,True,True,Greek Sausage Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
491,REC-CAND-0491,Ginger Shrimp Soup,ginger shrimp soup,Main Meal,Lunch,Mexico,False,True,True,Ginger Shrimp Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
492,REC-CAND-0492,Spanish Tofu Tray Bake,spanish tofu tray bake,Main Meal,Lunch,Mexico,False,True,True,Spanish Tofu Tray Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
493,REC-CAND-0493,Garlic Pork Tenderloin Salad Bowl,garlic pork tenderloin salad bowl,Main Meal,Lunch,Japan,False,True,True,Garlic Pork Tenderloin Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
494,REC-CAND-0494,Tempeh Curry Bowl,tempeh curry bowl,Main Meal,Dinner,Japan,False,True,True,Tempeh Curry Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
495,REC-CAND-0495,Sesame Black Bean Tacos,sesame black bean tacos,Main Meal,Lunch,Brazil,False,True,True,Sesame Black Bean Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
496,REC-CAND-0496,Black Bean Pilaf Bowl,black bean pilaf bowl,Main Meal,Dinner,Italy,False,True,True,Black Bean Pilaf Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
497,REC-CAND-0497,Moroccan Chicken Noodle Bowl,moroccan chicken noodle bowl,Main Meal,Dinner,Peru,False,True,True,Moroccan Chicken Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
498,REC-CAND-0498,Sheet Pan Turkey and Kale,sheet pan turkey and kale,Main Meal,Lunch,United States,False,True,True,Sheet Pan Turkey and Kale recipe,assets/main.avif,assets/card.avif,not-included-see-readme
499,REC-CAND-0499,Pork Tenderloin and Broccoli Grain Bowl,pork tenderloin and broccoli grain bowl,Main Meal,Dinner,India,False,True,True,Pork Tenderloin and Broccoli Grain Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
500,REC-CAND-0500,Sesame Salmon with Green Beans,sesame salmon with green beans,Main Meal,Dinner,Lebanon,True,True,True,Sesame Salmon with Green Beans recipe,assets/main.avif,assets/card.avif,not-included-see-readme
501,REC-CAND-0501,Lemon Shrimp with Cauliflower,lemon shrimp with cauliflower,Main Meal,Dinner,Mexico,False,True,True,Lemon Shrimp with Cauliflower recipe,assets/main.avif,assets/card.avif,not-included-see-readme
502,REC-CAND-0502,Sheet Pan Egg and Carrots,sheet pan egg and carrots,Main Meal,Dinner,Mexico,False,True,True,Sheet Pan Egg and Carrots recipe,assets/main.avif,assets/card.avif,not-included-see-readme
503,REC-CAND-0503,Filipino Steak Noodle Bowl,filipino steak noodle bowl,Main Meal,Lunch,Tunisia,True,True,True,Filipino Steak Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
504,REC-CAND-0504,Buffalo Tofu Chili,buffalo tofu chili,Main Meal,Lunch,Korea,False,True,True,Buffalo Tofu Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
505,REC-CAND-0505,Egg Pita Plate,egg pita plate,Main Meal,Dinner,Thailand,False,True,True,Egg Pita Plate recipe,assets/main.avif,assets/card.avif,not-included-see-readme
506,REC-CAND-0506,Sheet Pan Steak and Broccoli,sheet pan steak and broccoli,Main Meal,Dinner,Korea,False,True,True,Sheet Pan Steak and Broccoli recipe,assets/main.avif,assets/card.avif,not-included-see-readme
507,REC-CAND-0507,Balsamic Lentil Stew,balsamic lentil stew,Main Meal,Dinner,Brazil,False,True,True,Balsamic Lentil Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
508,REC-CAND-0508,Thai Cod Casserole,thai cod casserole,Main Meal,Dinner,Peru,False,True,True,Thai Cod Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
509,REC-CAND-0509,Steak Pita Plate,steak pita plate,Main Meal,Dinner,Italy,False,True,True,Steak Pita Plate recipe,assets/main.avif,assets/card.avif,not-included-see-readme
510,REC-CAND-0510,Salmon and Corn Flatbread,salmon and corn flatbread,Main Meal,Dinner,Mexico,False,True,True,Salmon and Corn Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
511,REC-CAND-0511,Tempeh Stuffed Sweet Potatoes,tempeh stuffed sweet potatoes,Main Meal,Dinner,Japan,False,True,True,Tempeh Stuffed Sweet Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
512,REC-CAND-0512,Spanish Tofu Wraps,spanish tofu wraps,Main Meal,Lunch,Greece,False,True,True,Spanish Tofu Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
513,REC-CAND-0513,Tofu and Corn Tray Bake,tofu and corn tray bake,Main Meal,Dinner,India,False,True,True,Tofu and Corn Tray Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
514,REC-CAND-0514,Lentil Pilaf Bowl,lentil pilaf bowl,Main Meal,Dinner,Spain,False,True,True,Lentil Pilaf Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
515,REC-CAND-0515,Chicken Taco Bowl,chicken taco bowl,Main Meal,Lunch,United States,False,True,True,Chicken Taco Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
516,REC-CAND-0516,French Cod with Potatoes,french cod with potatoes,Main Meal,Lunch,Brazil,False,True,True,French Cod with Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
517,REC-CAND-0517,Teriyaki Tuna Soup,teriyaki tuna soup,Main Meal,Lunch,France,False,True,True,Teriyaki Tuna Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
518,REC-CAND-0518,Jamaican Chickpea with Rice,jamaican chickpea with rice,Main Meal,Dinner,Peru,False,True,True,Jamaican Chickpea with Rice recipe,assets/main.avif,assets/card.avif,not-included-see-readme
519,REC-CAND-0519,Pesto Black Bean Skillet,pesto black bean skillet,Main Meal,Dinner,Philippines,False,True,True,Pesto Black Bean Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
520,REC-CAND-0520,Tuna and Carrots Wraps,tuna and carrots wraps,Main Meal,Lunch,Spain,False,True,True,Tuna and Carrots Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
521,REC-CAND-0521,Roasted Salmon Sweet Potato Hash,roasted salmon sweet potato hash,Main Meal,Breakfast,Albania,True,True,True,Roasted Salmon Sweet Potato Hash recipe,assets/main.avif,assets/card.avif,not-included-see-readme
522,REC-CAND-0522,Japanese Cod with Rice,japanese cod with rice,Main Meal,Dinner,Korea,False,True,True,Japanese Cod with Rice recipe,assets/main.avif,assets/card.avif,not-included-see-readme
523,REC-CAND-0523,Smoky Turkey Noodle Bowl,smoky turkey noodle bowl,Main Meal,Dinner,Jamaica,False,True,True,Smoky Turkey Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
524,REC-CAND-0524,Sesame Lentil with Cabbage,sesame lentil with cabbage,Main Meal,Lunch,Italy,False,True,True,Sesame Lentil with Cabbage recipe,assets/main.avif,assets/card.avif,not-included-see-readme
525,REC-CAND-0525,Salmon Burrito Bowl,salmon burrito bowl,Main Meal,Lunch,Korea,False,True,True,Salmon Burrito Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
526,REC-CAND-0526,Crispy Tempeh with Mushrooms,crispy tempeh with mushrooms,Main Meal,Dinner,Jamaica,False,True,True,Crispy Tempeh with Mushrooms recipe,assets/main.avif,assets/card.avif,not-included-see-readme
527,REC-CAND-0527,Balsamic Chicken with Carrots,balsamic chicken with carrots,Main Meal,Lunch,Peru,False,True,True,Balsamic Chicken with Carrots recipe,assets/main.avif,assets/card.avif,not-included-see-readme
528,REC-CAND-0528,Mediterranean Tempeh with Vegetables,mediterranean tempeh with vegetables,Main Meal,Dinner,Philippines,False,True,True,Mediterranean Tempeh with Vegetables recipe,assets/main.avif,assets/card.avif,not-included-see-readme
529,REC-CAND-0529,Garlic Lentil Soup,garlic lentil soup,Main Meal,Lunch,Japan,False,True,True,Garlic Lentil Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
530,REC-CAND-0530,Japanese Lean Beef Noodle Bowl,japanese lean beef noodle bowl,Main Meal,Lunch,United States,False,True,True,Japanese Lean Beef Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
531,REC-CAND-0531,Mediterranean Tuna Rice Bowl,mediterranean tuna rice bowl,Main Meal,Lunch,Ghana,True,True,True,Mediterranean Tuna Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
532,REC-CAND-0532,Spanish Chicken Salad Bowl,spanish chicken salad bowl,Main Meal,Lunch,Mexico,False,True,True,Spanish Chicken Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
533,REC-CAND-0533,Roasted Cod with Tomatoes,roasted cod with tomatoes,Main Meal,Dinner,Croatia,True,True,True,Roasted Cod with Tomatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
534,REC-CAND-0534,Sheet Pan Chickpea and Cauliflower,sheet pan chickpea and cauliflower,Main Meal,Dinner,Sri Lanka,True,True,True,Sheet Pan Chickpea and Cauliflower recipe,assets/main.avif,assets/card.avif,not-included-see-readme
535,REC-CAND-0535,Chicken Stuffed Peppers,chicken stuffed peppers,Main Meal,Lunch,Philippines,False,True,True,Chicken Stuffed Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
536,REC-CAND-0536,French Steak Stir-Fry,french steak stir fry,Main Meal,Dinner,Morocco,True,True,True,French Steak Stir-Fry recipe,assets/main.avif,assets/card.avif,not-included-see-readme
537,REC-CAND-0537,Moroccan Chickpea Wraps,moroccan chickpea wraps,Main Meal,Dinner,Italy,False,True,True,Moroccan Chickpea Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
538,REC-CAND-0538,Sheet Pan Tofu and Kale,sheet pan tofu and kale,Main Meal,Lunch,United States,False,True,True,Sheet Pan Tofu and Kale recipe,assets/main.avif,assets/card.avif,not-included-see-readme
539,REC-CAND-0539,Brazilian Turkey Tacos,brazilian turkey tacos,Main Meal,Lunch,Japan,False,True,True,Brazilian Turkey Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
540,REC-CAND-0540,Tuna and Bell Peppers Stew,tuna and bell peppers stew,Main Meal,Lunch,Italy,False,True,True,Tuna and Bell Peppers Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
541,REC-CAND-0541,Greek Egg Grain Bowl,greek egg grain bowl,Main Meal,Lunch,Japan,False,True,True,Greek Egg Grain Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
542,REC-CAND-0542,Crispy Sausage with Bell Peppers,crispy sausage with bell peppers,Main Meal,Dinner,Mexico,False,True,True,Crispy Sausage with Bell Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
543,REC-CAND-0543,Buffalo Lean Beef Chili,buffalo lean beef chili,Main Meal,Dinner,France,False,True,True,Buffalo Lean Beef Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
544,REC-CAND-0544,Sheet Pan Pork Tenderloin and Asparagus,sheet pan pork tenderloin and asparagus,Main Meal,Lunch,China,False,True,True,Sheet Pan Pork Tenderloin and Asparagus recipe,assets/main.avif,assets/card.avif,not-included-see-readme
545,REC-CAND-0545,Tempeh Pasta Bake,tempeh pasta bake,Main Meal,Dinner,Brazil,False,True,True,Tempeh Pasta Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
546,REC-CAND-0546,Sheet Pan Tempeh and Carrots,sheet pan tempeh and carrots,Main Meal,Dinner,Jamaica,False,True,True,Sheet Pan Tempeh and Carrots recipe,assets/main.avif,assets/card.avif,not-included-see-readme
547,REC-CAND-0547,Greek Steak with Potatoes,greek steak with potatoes,Main Meal,Lunch,Peru,False,True,True,Greek Steak with Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
548,REC-CAND-0548,Mexican Lean Beef Tacos,mexican lean beef tacos,Main Meal,Dinner,Brazil,False,True,True,Mexican Lean Beef Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
549,REC-CAND-0549,Peruvian Tuna Noodle Bowl,peruvian tuna noodle bowl,Main Meal,Lunch,Thailand,False,True,True,Peruvian Tuna Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
550,REC-CAND-0550,Chipotle Chickpea Salad Bowl,chipotle chickpea salad bowl,Main Meal,Lunch,India,False,True,True,Chipotle Chickpea Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
551,REC-CAND-0551,Pesto Lentil with Kale,pesto lentil with kale,Main Meal,Lunch,Brazil,False,True,True,Pesto Lentil with Kale recipe,assets/main.avif,assets/card.avif,not-included-see-readme
552,REC-CAND-0552,Smoky Sausage Stew,smoky sausage stew,Main Meal,Dinner,Mexico,False,True,True,Smoky Sausage Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
553,REC-CAND-0553,Sheet Pan Shrimp and Cabbage,sheet pan shrimp and cabbage,Main Meal,Dinner,China,False,True,True,Sheet Pan Shrimp and Cabbage recipe,assets/main.avif,assets/card.avif,not-included-see-readme
